SN,CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Mean (Standardized),Conc 1 Min Op (Standardized),Conc Min 1 (Standardized),Conc 1 Max Op (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),BCF 1 Value Op,BCF 1 Value,BCF 1 Min Op,BCF 1 Min,BCF 1 Max Op,BCF 1 Max,BCF 1 Unit,BCF 2 Value Op,BCF 2 Value,BCF 2 Min Op,BCF 2 Min,BCF 2 Max Op,BCF 2 Max,BCF 2 Unit,BCF 3 Value Op,BCF 3 Value,BCF 3 Min Op,BCF 3 Min,BCF 3 Max Op,BCF 3 Max,BCF 3 Unit,Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
SN1414,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,7.9,,5.5,,10.3,AI mg/L,Biochemistry,Carotenoid content,EC10,,28,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1415,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,3.6,,2.8,,4.3,AI mg/L,Growth,Biomass,EC10,,28,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1416,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,39.4,,27.3,,51.5,AI mg/L,Biochemistry,Carotenoid content,EC50,,28,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1417,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,42,,20.6,,63.3,AI mg/L,Biochemistry,Carotenoid content,EC50,,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1418,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,43.2,,15.6,,70.7,AI mg/L,Biochemistry,Carotenoid content,EC50,,42,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1419,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,15,,3.2,,26.8,AI mg/L,Growth,Biomass,EC50,,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1420,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,24,,11.6,,36.5,AI mg/L,Growth,Length,EC50,Shoot,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1421,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,20.4,,14.4,,26.4,AI mg/L,Growth,Length,EC50,Shoot,42,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1422,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,20.6,,6.4,,34.8,AI mg/L,Development,Organ/tissue formation,EC50,Node,28,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1423,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,17.6,,1.9,,33.4,AI mg/L,Growth,Length,EC50,Root,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1424,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,25,,14.8,,35.2,AI mg/L,Biochemistry,Chlorophyll B concentration,EC50,,42,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1425,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,16.7,,10.8,,22.5,AI mg/L,Growth,Length,EC50,Root,42,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1426,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,33.3,,22.2,,44.4,AI mg/L,Biochemistry,Chlorophyll B concentration,EC50,,28,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1427,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,30.7,,22.4,,39.1,AI mg/L,Biochemistry,Chlorophyll A concentration,EC50,,28,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1428,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,17.8,,13.9,,21.7,AI mg/L,Growth,Biomass,EC50,,28,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1429,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,12.5,,6,,18.9,AI mg/L,Growth,Biomass,EC50,,42,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1430,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,25.3,,16.2,,34.4,AI mg/L,Biochemistry,Chlorophyll A concentration,EC50,,42,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1431,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,20.3,,15,,25.6,AI mg/L,Development,Organ/tissue formation,EC50,Node,42,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1432,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,22.7,,13.6,,31.9,AI mg/L,Growth,Length,EC50,Shoot,28,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1433,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,23.6,,15.4,,31.8,AI mg/L,Growth,Number of roots,EC50,Root,28,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1434,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,38.3,,20.5,,56.1,AI mg/L,Biochemistry,Chlorophyll A concentration,EC50,,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1435,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,24.5,,13.3,,35.8,AI mg/L,Growth,Length,EC50,Root,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1436,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,23,,10.5,,35.4,AI mg/L,Growth,Number of roots,EC50,Root,42,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1437,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,16.6,,11.6,,21.6,AI mg/L,Growth,Biomass,EC50,,28,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1438,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,20.3,,2.7,,37.8,AI mg/L,Development,Organ/tissue formation,EC50,Node,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1439,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,17.5,,13.3,,21.6,AI mg/L,Growth,Biomass,EC50,,42,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1440,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,22.8,,16.3,,29.3,AI mg/L,Growth,Length,EC50,Root,28,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1441,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,17.3,,9.3,,25.3,AI mg/L,Growth,Length,EC50,Root,28,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1442,2795393,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt",,Measured,NR,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",Shoot,NR,,Lentic ,Fresh water,Field artificial,5,Active ingredient,,19.9,,15.7,,24.1,AI mg/L,Growth,Length,EC50,Root,42,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., P.K. Sibley, R.A. Brain, S.A. Mabury, and K.R. Solomon",80833,Microcosm Evaluation of the Toxicity and Risk to Aquatic Macrophytes from Perfluorooctane Sulfonic Acid,Arch. Environ. Contam. Toxicol.48(3): 329-337,2005,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
